Manhattan Rolling Sales.  All Sales From October 2021 - September 2022																			 PTS Sales Data as of 10/11/2022 	
For sales prior to the Final Roll, Neighborhood Name and Descriptive Data reflect the most recent Final Roll.                   Sales after the Final Roll, Neighborhood Name and Descriptive Data reflect current data.																		  	  	
Building Class Category is based on Building Class at Time of Sale.																				
Note: Condominium and cooperative sales are on the unit level and understood to have a count of one.																				
BOROUGH	NEIGHBORHOOD	BUILDING CLASS CATEGORY	TAX CLASS AT PRESENT	BLOCK	LOT	EASEMENT	BUILDING CLASS AT PRESENT	ADDRESS	APARTMENT NUMBER	ZIP CODE	RESIDENTIAL UNITS	COMMERCIAL UNITS	TOTAL UNITS	LAND SQUARE FEET	GROSS SQUARE FEET	YEAR BUILT	TAX CLASS AT TIME OF SALE	BUILDING CLASS AT TIME OF SALE	 SALE PRICE 	SALE DATE
1	HARLEM-EAST	13 CONDOS - ELEVATOR APARTMENTS		1629	1312			181 EAST 101 STREET, 302		10029	1		1			2020	2	R4	590,585	15-04-2022
1	HARLEM-EAST	13 CONDOS - ELEVATOR APARTMENTS	2	1629	1313		R4	181 EAST 101 STREET, 303	303	10029	1		1			2020	2	R4	836,756	24-06-2022
1	HARLEM-EAST	13 CONDOS - ELEVATOR APARTMENTS	2	1629	1314		R4	181 EAST 101ST STREET, 304	304	10029	1		1			2020	2	R4	486,720	31-08-2022
1	HARLEM-EAST	13 CONDOS - ELEVATOR APARTMENTS	2	1629	1315		R4	181 EAST 101ST STREET, 305	305	10029	1		1			2020	2	R4	507,000	19-08-2022
1	HARLEM-EAST	13 CONDOS - ELEVATOR APARTMENTS		1629	1317			181 EAST 101 STREET, 307		10029	1		1			2020	2	R4	474,700	05-04-2022
1	HARLEM-EAST	13 CONDOS - ELEVATOR APARTMENTS		1629	1318			181 EAST 101 STREET, 308		10029	1		1			2020	2	R4	709,975	19-04-2022
1	HARLEM-EAST	13 CONDOS - ELEVATOR APARTMENTS	2	1629	1326		R4	181 EAST 101 STREET, 407	407	10029	1		1			2020	2	R4	507,000	24-06-2022
1	HARLEM-EAST	13 CONDOS - ELEVATOR APARTMENTS		1629	1327			181 EAST 101 STREET, 408		10029	1		1			2020	2	R4	715,046	12-04-2022
1	HARLEM-EAST	13 CONDOS - ELEVATOR APARTMENTS		1629	1329			181 EAST 101 STREET, 501		10029	1		1			2020	2	R4	769,688	31-03-2022
1	HARLEM-EAST	13 CONDOS - ELEVATOR APARTMENTS		1629	1331			181 EAST 101 STREET, 503		10029	1		1			2020	2	R4	850,239	07-04-2022
1	HARLEM-EAST	13 CONDOS - ELEVATOR APARTMENTS		1629	1335			181 EAST 101 STREET, 507		10029	1		1			2020	2	R4	496,920	12-04-2022
1	HARLEM-EAST	13 CONDOS - ELEVATOR APARTMENTS		1629	1336			181 EAST 101 STREET, 508		10029	1		1			2020	2	R4	709,975	14-04-2022
1	HARLEM-EAST	13 CONDOS - ELEVATOR APARTMENTS	2	1629	1344		R4	181 EAST 101 STREET, 607	607	10029	1		1			2020	2	R4	534,581	10-06-2022
1	HARLEM-EAST	13 CONDOS - ELEVATOR APARTMENTS		1629	1345			181 EAST 101 STREET, 608		10029	1		1			2020	2	R4	745,474	06-04-2022
1	HARLEM-EAST	13 CONDOS - ELEVATOR APARTMENTS	2	1629	1346		R4	181 EAST 101 STREET, 609	609	10029	1		1			2020	2	R4	1,166,388	01-07-2022
1	HARLEM-EAST	13 CONDOS - ELEVATOR APARTMENTS	2	1629	1349		R4	181 EAST 101ST STREET, 703	703	10029	1		1			2020	2	R4	846,898	28-07-2022
1	HARLEM-EAST	13 CONDOS - ELEVATOR APARTMENTS		1629	1350			181 EAST 101 STREET, 704		10029	1		1			2020	2	R4	554,946	08-04-2022
1	HARLEM-EAST	13 CONDOS - ELEVATOR APARTMENTS	2	1629	1354		R4	181 EAST 101 STREET, 708	708	10029	1		1			2020	2	R4	763,688	23-06-2022
1	HARLEM-EAST	13 CONDOS - ELEVATOR APARTMENTS	2	1629	1359		R4	181 EAST 101 STREET, 804	804	10029	1		1			2020	2	R4	570,220	22-06-2022
1	HARLEM-EAST	13 CONDOS - ELEVATOR APARTMENTS	2	1629	1362		R4	181 EAST 101ST STREET, 807	807	10029	1		1			2020	2	R4	544,764	20-07-2022
1	HARLEM-EAST	13 CONDOS - ELEVATOR APARTMENTS		1629	1363			181 EAST 101ST STREET, 808		10029	1		1			2020	2	R4	775,901	25-03-2022
1	HARLEM-EAST	13 CONDOS - ELEVATOR APARTMENTS	2	1631	1016		R4	1635 LEXINGTON AVENUE, 4B	4B	10029	1		1			2010	2	R4	675,000	19-10-2021
1	HARLEM-EAST	13 CONDOS - ELEVATOR APARTMENTS	2	1631	1118		R4	1399 PARK AVENUE, 8B	8B	10029	1		1			2016	2	R4	998,903	03-11-2021
1	HARLEM-EAST	13 CONDOS - ELEVATOR APARTMENTS	2	1631	1126		R4	1399 PARK AVENUE, 9C	9C	10029	1		1			2016	2	R4	1,211,718	30-06-2022
1	HARLEM-EAST	13 CONDOS - ELEVATOR APARTMENTS	2	1631	1128		R4	1399 PARK AVENUE, 9E	9E	10029	1		1			2016	2	R4	806,000	16-12-2021
1	HARLEM-EAST	13 CONDOS - ELEVATOR APARTMENTS	2	1631	1132		R4	1399 PARK AVENUE, 10B	10B	10029	1		1			2016	2	R4	1,049,000	05-08-2022
1	HARLEM-EAST	13 CONDOS - ELEVATOR APARTMENTS	2	1631	1134		R4	1399 PARK AVENUE, 10D	10D	10029	1		1			2016	2	R4	1,392,500	27-04-2022
1	HARLEM-EAST	13 CONDOS - ELEVATOR APARTMENTS	2	1631	1135		R4	1399 PARK AVE, 10E	10E	10029	1		1			2016	2	R4	830,000	10-08-2022
1	HARLEM-EAST	13 CONDOS - ELEVATOR APARTMENTS	2	1631	1149		R4	1399 PARK AVENUE, 12E	12E	10029	1		1			2016	2	R4	0	22-07-2022
1	HARLEM-EAST	13 CONDOS - ELEVATOR APARTMENTS	2	1631	1154		R4	1399 PARK AVENUE, 14D	14D	10029	1		1			2016	2	R4	1,590,000	22-07-2022
1	HARLEM-EAST	13 CONDOS - ELEVATOR APARTMENTS	2	1631	1160		R4	1399 PARK AVENUE, 15D	15D	10029	1		1			2016	2	R4	1,650,000	15-03-2022
1	HARLEM-EAST	13 CONDOS - ELEVATOR APARTMENTS	2	1631	1168		R4	1399 PARK AVENUE, 18B	18B	10029	1		1			2016	2	R4	0	23-11-2021
1	HARLEM-EAST	13 CONDOS - ELEVATOR APARTMENTS	2	1631	1170		R4	1399 PARK AVENUE, 19B	19B	10029	1		1			2016	2	R4	1,995,000	12-11-2021
1	HARLEM-EAST	13 CONDOS - ELEVATOR APARTMENTS	2	1631	1172		R4	1399 PARK AVENUE, 2021B	2021B	10029	1		1			2016	2	R4	2,952,925	30-06-2022
1	HARLEM-EAST	13 CONDOS - ELEVATOR APARTMENTS	2	1631	1174		R4	1399 PARK AVENUE, 23A	23A	10029	1		1			2016	2	R4	0	23-11-2021
1	HARLEM-EAST	13 CONDOS - ELEVATOR APARTMENTS	2	1638	1009		R4	161 EAST 110 STREET, 2H	2H	10029	1		1			2006	2	R4	0	03-03-2022
1	HARLEM-EAST	13 CONDOS - ELEVATOR APARTMENTS	2	1638	1038		R4	161 EAST 110 STREET, 5D	5D	10029	1		1			2006	2	R4	585,000	23-11-2021
1	HARLEM-EAST	13 CONDOS - ELEVATOR APARTMENTS	2	1638	1056		R4	161 EAST 110 STREET, 6K	6K	10029	1		1			2006	2	R4	810,000	17-12-2021
1	HARLEM-EAST	13 CONDOS - ELEVATOR APARTMENTS	2	1667	1007		R4	232 EAST 118 STREET, 4A	4A	10035	1		1			1910	2	R4	0	19-07-2022
1	HARLEM-EAST	13 CONDOS - ELEVATOR APARTMENTS	2	1676	1418		R4	2019 1 AVENUE, 4E	4E	10029	1		1			2007	2	R4	540,000	21-07-2022
1	HARLEM-EAST	13 CONDOS - ELEVATOR APARTMENTS	2	1676	1436		R4	2019 1 AVENUE, 9B	9B	10029	1		1			2007	2	R4	730,000	20-01-2022
1	HARLEM-EAST	13 CONDOS - ELEVATOR APARTMENTS	2	1677	1216		R4	319 EAST 105TH STREET, 3D	3D	10029	1		1				2	R4	480,000	23-08-2022
1	HARLEM-EAST	13 CONDOS - ELEVATOR APARTMENTS	2	1677	1228		R4	319 EAST 105TH STREET, 5D	5D	10029	1		1				2	R4	500,000	15-02-2022
1	HARLEM-EAST	13 CONDOS - ELEVATOR APARTMENTS	2	1680	1106		R4	330 EAST 109TH STREET, 2D	2D	10029	1		1			2007	2	R4	495,000	25-02-2022
1	HARLEM-EAST	13 CONDOS - ELEVATOR APARTMENTS	2	1680	1118		R4	330 EAST 109TH STREET, 5D	5D	10029	1		1				2	R4	525,000	21-01-2022
1	HARLEM-EAST	13 CONDOS - ELEVATOR APARTMENTS	2	1681	1018		R4	2134 2ND AVENUE, 4D	4D	10029	1		1			2006	2	R4	515,000	26-04-2022
1	HARLEM-EAST	13 CONDOS - ELEVATOR APARTMENTS	2	1681	1130		R4	342 EAST 110 STREET, 7D	7D	10029	1		1			2007	2	R4	700,000	19-04-2022
1	HARLEM-EAST	13 CONDOS - ELEVATOR APARTMENTS	2	1681	1134		R4	342 EAST 110 STREET, PH8D	PH8D	10029	1		1			2007	2	R4	730,000	22-10-2021
1	HARLEM-EAST	13 CONDOS - ELEVATOR APARTMENTS	2	1681	1207		R4	333 EAST 109 STREET, 2E	2E	10029	1		1			2007	2	R4	775,000	16-12-2021
1	HARLEM-EAST	13 CONDOS - ELEVATOR APARTMENTS	2	1681	1227		R4	333 EAST 109TH STREET, 6E	6E	10029	1		1			2007	2	R4	765,000	06-09-2022
1	HARLEM-EAST	13 CONDOS - ELEVATOR APARTMENTS	2	1710	1104		R4	416 EAST 117TH STREET, 2C	2C	10035	1		1			2007	2	R4	625,000	25-08-2022
1	HARLEM-EAST	13 CONDOS - ELEVATOR APARTMENTS	2	1710	1112		R4	416 EAST 117TH STREET, 5B	5B	10035	1		1			2007	2	R4	0	14-04-2022
1	HARLEM-EAST	13 CONDOS - ELEVATOR APARTMENTS	2	1795	1104		R4	346 EAST 119 STREET, 3A	3A	10035	1		1			2007	2	R4	500,000	12-11-2021
1	HARLEM-EAST	14 RENTALS - 4-10 UNIT	2A	1635	122		S4	1715 LEXINGTON AVENUE		10029	4	1	5	1,083	3,600	1910	2	S4	1,525,000	28-04-2022
1	HARLEM-EAST	14 RENTALS - 4-10 UNIT	2A	1639	40		S4	2034 3 AVENUE		10029	4	1	5	1,202	3,300	1963	2	S4	3,600,000	20-07-2022
1	HARLEM-EAST	14 RENTALS - 4-10 UNIT	2B	1655	26		S9	2057 2ND AVENUE		10029	6	2	8	1,825	6,100	1920	2	S9	0	30-11-2021
1	HARLEM-EAST	14 RENTALS - 4-10 UNIT	2B	1655	27		S5	2059 2ND AVENUE		10029	6	1	7	1,825	6,100	1920	2	S5	0	30-11-2021
1	HARLEM-EAST	14 RENTALS - 4-10 UNIT	2B	1655	28		S9	2061 2ND AVENUE		10029	6	2	8	1,861	6,530	1910	2	S9	0	30-11-2021
1	HARLEM-EAST	14 RENTALS - 4-10 UNIT	2A	1659	147		S3	1995 THIRD AVE		10029	3	1	4	1,700	4,640	1915	2	S3	315,000	06-12-2021
1	HARLEM-EAST	14 RENTALS - 4-10 UNIT	2A	1660	44		S5	210 EAST 111 STREET		10029	5	1	6	2,523	6,092	1910	2	S5	2,100,000	05-11-2021
1	HARLEM-EAST	14 RENTALS - 4-10 UNIT	2A	1666	22		S3	2267 SECOND AVE		10035	3	1	4	1,400	4,120	1910	2	S3	1,875,000	22-11-2021
1	HARLEM-EAST	14 RENTALS - 4-10 UNIT	2A	1666	121		S3	2265 SECOND AVENUE		10035	3	1	4	1,400	4,000	1910	2	S3	1,875,000	22-11-2021
1	HARLEM-EAST	14 RENTALS - 4-10 UNIT	2B	1667	3		S5	2149 3 AVENUE		10035	6	1	7	1,740	5,500	1910	2	S5	0	12-05-2022
1	HARLEM-EAST	14 RENTALS - 4-10 UNIT	2B	1667	102		S5	2147 3 AVENUE		10035	6	1	7	1,740	5,500	1920	2	S5	0	12-05-2022
1	HARLEM-EAST	14 RENTALS - 4-10 UNIT	2A	1680	49		S9	2118 2 AVENUE		10029	2	2	4	1,122	4,988	1920	2	S9	1,800,000	22-02-2022
1	HARLEM-EAST	14 RENTALS - 4-10 UNIT	2A	1687	137		S3	332 EAST 116 STREET		10029	3	1	4	1,514	4,542	1900	2	S3	0	19-01-2022
1	HARLEM-EAST	14 RENTALS - 4-10 UNIT	2B	1688	53		S9	2270 SECOND AVENUE		10035	6	2	8	2,163	6,184	1900	2	S9	2,650,000	31-05-2022
1	HARLEM-EAST	14 RENTALS - 4-10 UNIT	2B	1709	1		S9	2240 1 AVENUE		10029	6	2	8	1,875	6,225	1900	2	S9	0	09-03-2022
1	HARLEM-EAST	14 RENTALS - 4-10 UNIT	2A	1709	2		S5	2242 1 AVENUE		10029	5	1	6	1,906	5,700	1900	2	S5	0	09-03-2022
1	HARLEM-EAST	14 RENTALS - 4-10 UNIT	2B	1709	4		S5	2246 1 AVENUE		10029	6	1	7	2,383	6,360	1900	2	S5	0	31-01-2022
1	HARLEM-EAST	14 RENTALS - 4-10 UNIT	2A	1711	23		S4	323 PLEASANT AVENUE, 3		10035	4	1	5	1,655	6,370	1900	2	S4	415,000	18-10-2021
1	HARLEM-EAST	14 RENTALS - 4-10 UNIT	2A	1786	45		S4	210 EAST 122 STREET		10035	4	1	5	2,523	5,378	2004	2	S4	0	11-03-2022
1	HARLEM-EAST	15 CONDOS - 2-10 UNIT RESIDENTIAL	2C	1624	1005		R1	110 EAST 97TH STREET, 501	501	10029	1		1			2005	2	R1	1,570,000	20-07-2022
1	HARLEM-EAST	15 CONDOS - 2-10 UNIT RESIDENTIAL	2C	1628	1103		R1	109 EAST 100TH STREET, 1C	1C	10029	1		1				2	R1	1,730,000	07-01-2022
1	HARLEM-EAST	15 CONDOS - 2-10 UNIT RESIDENTIAL	2C	1629	1001		R1	119 EAST 101 STREET, 1A	1A	10029	1		1			1910	2	R1	900,000	31-03-2022
1	HARLEM-EAST	15 CONDOS - 2-10 UNIT RESIDENTIAL	2C	1629	1202		R1	122 EAST 102 STREET, 1B	1B	10029	1		1			1910	2	R1	1,075,000	21-07-2022
1	HARLEM-EAST	15 CONDOS - 2-10 UNIT RESIDENTIAL	2C	1676	1105		R1	308 EAST 105TH STREET, 3E	3E	10029	1		1				2	R1	470,000	10-12-2021
1	HARLEM-EAST	15 CONDOS - 2-10 UNIT RESIDENTIAL	2C	1677	1007		R1	307 EAST 105TH STREET, 4S	4S	10029	1		1			1900	2	R1	553,000	22-09-2022
1	HARLEM-EAST	15 CONDOS - 2-10 UNIT RESIDENTIAL	2C	1815	1002		R1	506 EAST 119 STREET, 2	2	10035	1		1			1900	2	R1	950,000	06-05-2022
1	HARLEM-EAST	17 CONDO COOPS	2	1623	1002		R9	1787 MADISON AVENUE, 609		10035						2003	2	R9	752,500	25-07-2022
1	HARLEM-EAST	17 CONDO COOPS	2	1646	1103		R9	215 EAST 96TH STREET, 29A		10128						2005	2	R9	1,090,000	23-05-2022
1	HARLEM-EAST	17 CONDO COOPS	2	1646	1103		R9	215 EAST 96TH STREET, 40C		10128						2005	2	R9	1,075,000	26-01-2022
1	HARLEM-EAST	17 CONDO COOPS	2	1646	1103		R9	215 EAST 96TH STREET, CONDP		10128						2005	2	R9	890,000	17-08-2022
1	HARLEM-EAST	17 CONDO COOPS	2	1646	1103		R9	217 EAST 96TH STREET, 33H		10128						2005	2	R9	1,335,000	27-01-2022
1	HARLEM-EAST	17 CONDO COOPS	2	1646	1103		R9	217 EAST 96TH STREET, 37F		10128						2005	2	R9	740,000	23-06-2022
1	HARLEM-EAST	21 OFFICE BUILDINGS	4	1665	47		O5	206 EAST 116TH STREET		10029	0	2	2	2,018	4,480	1890	4	O5	1,700,000	18-03-2022
1	HARLEM-EAST	22 STORE BUILDINGS	4	1633	38		K2	1914 3RD AVENUE		10029	0	1	1	2,525	3,965	1910	4	K2	2,850,000	14-04-2022
1	HARLEM-EAST	22 STORE BUILDINGS	4	1655	24		K2	2053 2ND AVENUE		10029	0	3	3	4,385	7,560	1994	4	K2	0	30-11-2021
1	HARLEM-EAST	22 STORE BUILDINGS	4	1660	1		I9	2005 3 AVENUE		10029	0	4	4	13,623	22,636	1900	4	K1	4,100,000	05-11-2021
1	HARLEM-EAST	22 STORE BUILDINGS	4	1661	4		K1	2031-2033 3RD AVENUE		10029	0	1	1	4,875	4,875	1920	4	K1	7,100,000	16-06-2022
1	HARLEM-EAST	22 STORE BUILDINGS	4	1667	45		K3	2151 3 AVENUE		10035	0	2	2	10,520	33,612	1910	4	K3	0	12-05-2022
1	HARLEM-EAST	22 STORE BUILDINGS	4	1789	4		K4	2289 3RD AVENUE		10035	0	2	2	2,499	7,275	1914	4	K4	0	02-06-2022
1	HARLEM-EAST	22 STORE BUILDINGS	4	1789	30		K4	246 EAST 125 STREET		10035	8	4	12	9,586	18,250	1900	4	K4	0	16-08-2022
1	HARLEM-EAST	26 OTHER HOTELS	4	1789	50		H9	2291 3RD AVENUE		10035	0	2	2	2,783	11,130	1900	4	H9	0	02-06-2022
1	HARLEM-EAST	28 COMMERCIAL CONDOS	4	1635	1002		R5	1465 PARK AVENUE, CF1	CF1	10029		1	1			2017	4	R5	9,481,230	18-02-2022
1	HARLEM-EAST	28 COMMERCIAL CONDOS	4	1790	1008		R5	201 EAST 125TH STREET, 8	8	10035		1	1			2019	4	R5	0	08-02-2022
1	HARLEM-EAST	29 COMMERCIAL GARAGES	4	1660	45		G2	2013 3 AVENUE		10029	0	2	2	11,101	15,600	1924	4	G2	9,300,000	05-11-2021
1	HARLEM-EAST	29 COMMERCIAL GARAGES	4	1704	8		G6	N/A EAST 110 STREET		10029	0	0	0	23,673	0		4	G6	267,400,000	16-12-2021
1	HARLEM-EAST	29 COMMERCIAL GARAGES	4	1708	43		G7	410 EAST 115 STREET		10029	0	0	0	3,785	0		4	G7	4,000,000	12-04-2022
1	HARLEM-EAST	30 WAREHOUSES	4	1660	5		E1	207 EAST 110 STREET		10029	0	1	1	2,523	4,421	1920	4	E1	750,000	05-11-2021
1	HARLEM-EAST	30 WAREHOUSES	4	1681	42		E9	320 EAST 110 STREET		10029	0	1	1	2,523	3,621	1910	4	E9	2,236,025	22-12-2021
1	HARLEM-EAST	30 WAREHOUSES	4	1704	1		E7	400 EAST 111 ST		10029	0	4	4	21,596	257,400	1913	4	E7	267,400,000	16-12-2021
1	HARLEM-EAST	30 WAREHOUSES	4	1807	9		E1	413 EAST 119 STREET		10035	0	1	1	2,523	2,400	1920	4	E1	3,875,000	20-10-2021
1	HARLEM-EAST	30 WAREHOUSES	4	1807	10		E1	415 EAST 119 STREET		10035	0	1	1	2,523	2,500	1920	4	E1	3,875,000	20-10-2021
1	HARLEM-EAST	31 COMMERCIAL VACANT LAND	4	1622	33		V1	1640 PARK AVENUE		10035	0	0	0	2,250	0		4	V1	2,000,000	15-11-2021
1	HARLEM-EAST	32 HOSPITAL AND HEALTH FACILITIES	4	1660	3		I9	2009 3 AVENUE		10029	0	1	1	2,759	6,773	1900	4	I9	2,900,000	05-11-2021
1	HARLEM-EAST	32 HOSPITAL AND HEALTH FACILITIES	4	1660	4		I9	2011 3 AVENUE		10029	0	1	1	2,841	5,942	1900	4	I9	2,900,000	05-11-2021
1	HARLEM-EAST	32 HOSPITAL AND HEALTH FACILITIES	4	1788	1		I9	2265 THIRD AVENUE		10035	0	1	1	7,150	26,102	1950	4	I9	19,800,000	17-12-2021
1	HARLEM-EAST	44 CONDO PARKING	4	1631	1102		RG	1399 PARK AVENUE, PARK	PARK	10029		1	1			2016	4	RG	1,300,000	05-04-2022
1	HARLEM-EAST	46 CONDO STORE BUILDINGS	4	1785	1202		RK	2211 3 AVENUE	RET1	10035		1	1			2015	4	RK	0	29-12-2021
1	HARLEM-UPPER	01 ONE FAMILY DWELLINGS	1	2057	37		A4	457 WEST 140 STREET		10031	1	0	1	1,799	4,500	1920	1	A4	0	10-04-2022
1	HARLEM-UPPER	01 ONE FAMILY DWELLINGS	1	2058	56		A9	470 WEST 143 STREET		10031	1	0	1	1,681	4,452	1926	1	A9	4,246,000	14-09-2022
1	HARLEM-UPPER	01 ONE FAMILY DWELLINGS	1	2059	42		A4	455 WEST 144 STREET		10031	1	0	1	1,998	4,400	1901	1	A4	0	11-02-2022
1	HARLEM-UPPER	01 ONE FAMILY DWELLINGS	1	2060	38		A9	404 WEST 146 STREET		10031	1	0	1	1,998	4,730	1901	1	A9	100,000	20-07-2022
1	HARLEM-UPPER	01 ONE FAMILY DWELLINGS	1	2067	30		A9	43 SAINT NICHOLAS PLACE		10031	1	0	1	1,408	4,400	1910	1	A9	1,900,000	06-01-2022
1	HARLEM-UPPER	01 ONE FAMILY DWELLINGS	1	2073	19		A4	519 WEST 141 STREET		10031	1	0	1	1,599	3,840	1920	1	A4	3,150,000	21-12-2021
1	HARLEM-UPPER	02 TWO FAMILY DWELLINGS	1	2057	31		B1	473 W 140TH STREET		10031	2	0	2	1,799	3,618	1910	1	B1	0	13-12-2021
1	HARLEM-UPPER	02 TWO FAMILY DWELLINGS	1	2059	25		B1	464 WEST 144		10031	2	0	2	1,998	5,620	1899	1	B1	0	18-05-2022
1	HARLEM-UPPER	02 TWO FAMILY DWELLINGS	1	2067	131		B9	49 SAINT NICHOLAS PLACE		10031	2	0	2	1,434	3,960	1920	1	B9	1,850,000	26-01-2022
1	HARLEM-UPPER	02 TWO FAMILY DWELLINGS	1	2080	44		B1	528 WEST 149 STREET		10031	2	0	2	1,498	2,904	1910	1	B1	0	13-07-2022
1	HARLEM-UPPER	02 TWO FAMILY DWELLINGS	1	2083	29		S2	1840 AMSTERDAM AVENUE		10031	2	1	3	1,500	3,000	1926	1	S2	5,550,000	09-05-2022
1	HARLEM-UPPER	02 TWO FAMILY DWELLINGS	1	2083	31		S2	1846 AMSTERDAM AVENUE		10031	2	1	3	1,400	2,500	1910	1	S2	5,550,000	09-05-2022
1	HARLEM-UPPER	02 TWO FAMILY DWELLINGS	1	2084	5		B1	559 WEST 152 STREET		10031	2	0	2	1,342	3,840	1899	1	B1	1,500,000	07-07-2022
1	HARLEM-UPPER	03 THREE FAMILY DWELLINGS	1	2059	5		C0	467 WEST 143 STREET		10031	3	0	3	1,799	4,420	1899	1	C0	2,840,000	10-12-2021
1	HARLEM-UPPER	03 THREE FAMILY DWELLINGS	1	2060	24		C0	413 WEST 145 STREET		10031	3	0	3	1,898	3,876	1901	1	C0	1,090,000	18-01-2022
1	HARLEM-UPPER	03 THREE FAMILY DWELLINGS	1	2068	35		C0	420 WEST 154 STREET		10032	3	0	3	1,873	4,068	1899	1	C0	0	08-04-2022
1	HARLEM-UPPER	03 THREE FAMILY DWELLINGS	1	2073	60		C0	554 WEST 142ND STREET		10031	3	0	3	1,815	4,543	1899	1	C0	2,125,000	02-02-2022
1	HARLEM-UPPER	04 TAX CLASS 1 CONDOS	1C	2079	1101		R6	535 WEST 147TH STREET, 1	1	10031	1		1			1901	1	R6	0	16-03-2022
1	HARLEM-UPPER	04 TAX CLASS 1 CONDOS	1C	2081	1202		R6	517 WEST 149 STREET, 2	2	10031	1		1				1	R6	1,205,000	08-06-2022
1	HARLEM-UPPER	07 RENTALS - WALKUP APARTMENTS	2B	2057	138		C5	453 WEST 140TH STREET		10031	10	0	10	1,799	4,863	1920	2	C5	2,000,000	13-04-2022
1	HARLEM-UPPER	07 RENTALS - WALKUP APARTMENTS	2A	2058	10		C2	453 WEST 141 STREET		10031	6	0	6	1,799	4,405	1920	2	C2	1,700,000	08-02-2022
1	HARLEM-UPPER	07 RENTALS - WALKUP APARTMENTS	2B	2059	14		C5	328 CONVENT AVENUE		10031	10	0	10	2,000	4,700	1920	2	C5	0	26-10-2021
1	HARLEM-UPPER	07 RENTALS - WALKUP APARTMENTS	2A	2061	19		C2	381 CONVENT AVENUE		10031	5	0	5	996	3,200	1920	2	C2	2,499,000	01-03-2022
1	HARLEM-UPPER	07 RENTALS - WALKUP APARTMENTS	2A	2062	6		C2	467 WEST 147 STREET		10031	6	0	6	1,872	2,580	1926	2	C2	1,120,000	21-09-2022
1	HARLEM-UPPER	07 RENTALS - WALKUP APARTMENTS	2B	2062	18		C5	401 CONVENT AVENUE		10031	9	0	9	3,240	5,761	1920	2	C5	0	27-12-2021
1	HARLEM-UPPER	07 RENTALS - WALKUP APARTMENTS	2B	2062	18		C5	401 CONVENT AVENUE		10031	9	0	9	3,240	5,761	1920	2	C5	0	22-04-2022
1	HARLEM-UPPER	07 RENTALS - WALKUP APARTMENTS	2B	2062	19		C5	439 WEST 147		10031	8	0	8	1,798	5,460	1926	2	C5	0	27-12-2021
1	HARLEM-UPPER	07 RENTALS - WALKUP APARTMENTS	2B	2062	19		C5	439 WEST 147 STREET		10031	8	0	8	1,798	5,460	1926	2	C5	0	22-04-2022
1	HARLEM-UPPER	07 RENTALS - WALKUP APARTMENTS	2A	2062	24		C2	425 WEST 147TH STREET		10031	5	0	5	1,798	4,752	1901	2	C2	0	21-06-2022
1	HARLEM-UPPER	07 RENTALS - WALKUP APARTMENTS	2	2079	29		C7	1760 AMSTERDAM AVENUE		10031	17	6	23	4,000	14,830	1930	2	C7	8,500,000	06-10-2021
1	HARLEM-UPPER	07 RENTALS - WALKUP APARTMENTS	2B	2079	30		C7	1764 AMSTERDAM AVENUE		10031	8	1	9	2,000	5,850	1930	2	C7	8,500,000	06-10-2021
1	HARLEM-UPPER	07 RENTALS - WALKUP APARTMENTS	2B	2079	31		C7	1766 AMSTERDAM AVENUE		10031	8	1	9	2,000	6,232	1930	2	C7	8,500,000	06-10-2021
1	HARLEM-UPPER	07 RENTALS - WALKUP APARTMENTS	2	2079	57		C1	558-560 WEST 148TH ST, 2A		10031	20	0	20	4,995	17,013	1920	2	C1	285,000	26-08-2022
1	HARLEM-UPPER	07 RENTALS - WALKUP APARTMENTS	2A	2081	52		C2	554 WEST 150 STREET		10031	6	0	6	1,848	2,880	1926	2	C2	0	02-03-2022
1	HARLEM-UPPER	07 RENTALS - WALKUP APARTMENTS	2B	2081	53		C1	556 WEST 150 STREET		10031	8	0	8	1,998	4,696	1903	2	C1	0	02-03-2022
1	HARLEM-UPPER	07 RENTALS - WALKUP APARTMENTS	2B	2082	20		C5	523 WEST 150 STREET		10031	8	0	8	1,699	3,629	1910	2	C5	0	02-03-2022
1	HARLEM-UPPER	07 RENTALS - WALKUP APARTMENTS	2A	2082	23		C5	513 WEST 150 STREET		10031	6	0	6	1,499	3,408	1910	2	C5	750,000	03-05-2022
1	HARLEM-UPPER	07 RENTALS - WALKUP APARTMENTS	2	2082	120		C5	521 WEST 150 STREET		10031	11	0	11	1,699	2,796	1910	2	C5	0	08-10-2021
1	HARLEM-UPPER	07 RENTALS - WALKUP APARTMENTS	2A	2082	124		C3	509 WEST 150 STREET		10031	4	0	4	1,499	3,564	1910	2	C3	1,320,000	04-05-2022
1	HARLEM-UPPER	07 RENTALS - WALKUP APARTMENTS	2A	2082	124		C3	509 WEST 150TH STREET		10031	4	0	4	1,498	3,564	1910	2	C3	0	20-06-2022
1	HARLEM-UPPER	07 RENTALS - WALKUP APARTMENTS	2A	2082	124		C3	509 WEST 150TH STREET		10031	4	0	4	1,498	3,564	1910	2	C3	0	02-09-2022
1	HARLEM-UPPER	07 RENTALS - WALKUP APARTMENTS	2	2083	53		C1	532 WEST 152 STREET		10031	21	0	21	4,163	14,010	1900	2	C1	5,000,000	11-04-2022
