Manhattan Rolling Sales.  All Sales From October 2021 - September 2022																			 PTS Sales Data as of 10/11/2022 	
For sales prior to the Final Roll, Neighborhood Name and Descriptive Data reflect the most recent Final Roll.                   Sales after the Final Roll, Neighborhood Name and Descriptive Data reflect current data.																		  	  	
Building Class Category is based on Building Class at Time of Sale.																				
Note: Condominium and cooperative sales are on the unit level and understood to have a count of one.																				
BOROUGH	NEIGHBORHOOD	BUILDING CLASS CATEGORY	TAX CLASS AT PRESENT	BLOCK	LOT	EASEMENT	BUILDING CLASS AT PRESENT	ADDRESS	APARTMENT NUMBER	ZIP CODE	RESIDENTIAL UNITS	COMMERCIAL UNITS	TOTAL UNITS	LAND SQUARE FEET	GROSS SQUARE FEET	YEAR BUILT	TAX CLASS AT TIME OF SALE	BUILDING CLASS AT TIME OF SALE	 SALE PRICE 	SALE DATE
1	UPPER WEST SIDE (59-79)	13 CONDOS - ELEVATOR APARTMENTS	2	1163	1104		R4	214 WEST 72ND ST, 3B	3B	10023	1		1			2020	2	R4	750,000	30-12-2021
1	UPPER WEST SIDE (59-79)	13 CONDOS - ELEVATOR APARTMENTS	2	1163	1106		R4	214 WEST 72ND ST, 5	5	10023	1		1			2020	2	R4	2,540,000	27-05-2022
1	UPPER WEST SIDE (59-79)	13 CONDOS - ELEVATOR APARTMENTS	2	1163	1107		R4	214 WEST 72ND ST, 6	6	10023	1		1			2020	2	R4	2,560,000	08-06-2022
1	UPPER WEST SIDE (59-79)	13 CONDOS - ELEVATOR APARTMENTS	2	1163	1108		R4	214 WEST 72ND ST, 7	7	10023	1		1			2020	2	R4	2,695,000	27-04-2022
1	UPPER WEST SIDE (59-79)	13 CONDOS - ELEVATOR APARTMENTS	2	1163	1109		R4	214 WEST 72ND ST, 8	8	10023	1		1			2020	2	R4	2,685,000	21-03-2022
1	UPPER WEST SIDE (59-79)	13 CONDOS - ELEVATOR APARTMENTS	2	1163	1110		R4	214 WEST 72ND ST, 9	9	10023	1		1			2020	2	R4	2,700,000	08-04-2022
1	UPPER WEST SIDE (59-79)	13 CONDOS - ELEVATOR APARTMENTS	2	1163	1111		R4	214 WEST 72ND ST, 10	10	10023	1		1			2020	2	R4	2,825,000	04-04-2022
1	UPPER WEST SIDE (59-79)	13 CONDOS - ELEVATOR APARTMENTS	2	1163	1112		R4	214 WEST 72ND ST, 11	11	10023	1		1			2020	2	R4	2,950,000	31-01-2022
1	UPPER WEST SIDE (59-79)	13 CONDOS - ELEVATOR APARTMENTS	2	1163	1113		R4	214 WEST 72ND ST, 12	12	10023	1		1			2020	2	R4	2,825,000	03-01-2022
1	UPPER WEST SIDE (59-79)	13 CONDOS - ELEVATOR APARTMENTS	2	1163	1114		R4	214 WEST 72ND ST, 14	14	10023	1		1			2020	2	R4	2,947,000	27-01-2022
1	UPPER WEST SIDE (59-79)	13 CONDOS - ELEVATOR APARTMENTS	2	1163	1115		R4	214 WEST 72ND ST, 15	15	10023	1		1			2020	2	R4	2,990,000	03-12-2021
1	UPPER WEST SIDE (59-79)	13 CONDOS - ELEVATOR APARTMENTS	2	1163	1116		R4	214 WEST 72ND ST, 16	16	10023	1		1			2020	2	R4	2,500,000	20-01-2022
1	UPPER WEST SIDE (59-79)	13 CONDOS - ELEVATOR APARTMENTS	2	1163	1117		R4	214 WEST 72ND ST, 17	17	10023	1		1			2020	2	R4	2,400,000	20-01-2022
1	UPPER WEST SIDE (59-79)	13 CONDOS - ELEVATOR APARTMENTS	2	1164	1070		R4	201 WEST 72ND STREET, 5C	5C	10023	1		1				2	R4	1,925,000	11-04-2022
1	UPPER WEST SIDE (59-79)	13 CONDOS - ELEVATOR APARTMENTS	2	1164	1074		R4	201 WEST 72ND STREET, 5G	5G	10023	1		1				2	R4	870,000	08-02-2022
1	UPPER WEST SIDE (59-79)	13 CONDOS - ELEVATOR APARTMENTS	2	1164	1077		R4	201 WEST 72ND STREET, 5J	5J	10023	1		1				2	R4	0	23-08-2022
1	UPPER WEST SIDE (59-79)	13 CONDOS - ELEVATOR APARTMENTS	2	1164	1096		R4	201 WEST 72ND STREET, 7B	7B	10023	1		1				2	R4	990,000	16-03-2022
1	UPPER WEST SIDE (59-79)	13 CONDOS - ELEVATOR APARTMENTS	2	1164	1109		R4	201 WEST 72ND STREET, 8C	8C	10023	1		1				2	R4	2,178,000	07-02-2022
1	UPPER WEST SIDE (59-79)	13 CONDOS - ELEVATOR APARTMENTS	2	1164	1141		R4	201 WEST 72ND STREET, 10J	10J	10023	1		1				2	R4	580,000	09-02-2022
1	UPPER WEST SIDE (59-79)	13 CONDOS - ELEVATOR APARTMENTS	2	1164	1142		R4	201 WEST 72ND STREET, 10K	10K	10023	1		1				2	R4	2,800,000	28-06-2022
1	UPPER WEST SIDE (59-79)	13 CONDOS - ELEVATOR APARTMENTS	2	1164	1152		R4	201 WEST 72ND STREET, 11G	11G	10023	1		1				2	R4	995,000	05-08-2022
1	UPPER WEST SIDE (59-79)	13 CONDOS - ELEVATOR APARTMENTS	2	1164	1153		R4	201 WEST 72ND STREET, 11H	11H	10023	1		1				2	R4	20	07-04-2022
1	UPPER WEST SIDE (59-79)	13 CONDOS - ELEVATOR APARTMENTS	2	1164	1162		R4	201 WEST 72ND STREET, 12F	12F	10023	1		1				2	R4	1,050,000	11-05-2022
1	UPPER WEST SIDE (59-79)	13 CONDOS - ELEVATOR APARTMENTS	2	1164	1176		R4	201 WEST 72ND STREET, 14F	14F	10023	1		1				2	R4	2,600,000	14-07-2022
1	UPPER WEST SIDE (59-79)	13 CONDOS - ELEVATOR APARTMENTS	2	1164	1177		R4	201 WEST 72ND STREET, 14G	14G	10023	1		1				2	R4	2,600,000	14-07-2022
1	UPPER WEST SIDE (59-79)	13 CONDOS - ELEVATOR APARTMENTS	2	1164	1184		R4	201 WEST 72ND STREET, 15F	15F	10023	1		1				2	R4	960,000	23-06-2022
1	UPPER WEST SIDE (59-79)	13 CONDOS - ELEVATOR APARTMENTS	2	1164	1193		R4	201 WEST 72ND STREET, 16D	16D	10023	1		1				2	R4	1,950,000	15-06-2022
1	UPPER WEST SIDE (59-79)	13 CONDOS - ELEVATOR APARTMENTS	2	1164	1201		R4	201 WEST 72ND STREET, 17D	17D	10023	1		1				2	R4	3,800,000	24-06-2022
1	UPPER WEST SIDE (59-79)	13 CONDOS - ELEVATOR APARTMENTS	2	1164	1227		R4	201 WEST 72ND STREET, 21B	21B	10023	1		1				2	R4	0	07-02-2022
1	UPPER WEST SIDE (59-79)	13 CONDOS - ELEVATOR APARTMENTS	2	1165	1051		R4	253 W 73RD, 5O	5O	10023	1		1			1926	2	R4	0	15-02-2022
1	UPPER WEST SIDE (59-79)	13 CONDOS - ELEVATOR APARTMENTS	2	1165	1073		R4	253 WEST 73RD STREET, 7G	7G	10023	1		1			1926	2	R4	2,475,000	23-02-2022
1	UPPER WEST SIDE (59-79)	13 CONDOS - ELEVATOR APARTMENTS	2	1165	1076		R4	253 WEST 73RD STREET, 7K	7K	10023	1		1			1926	2	R4	642,000	28-10-2021
1	UPPER WEST SIDE (59-79)	13 CONDOS - ELEVATOR APARTMENTS	2	1165	1106		R4	253 WEST 73RD STREET, 10H	10H	10023	1		1			1926	2	R4	730,000	18-08-2022
1	UPPER WEST SIDE (59-79)	13 CONDOS - ELEVATOR APARTMENTS	2	1165	1411		R4	2109 BROADWAY, 3-40	3-40	10023	1		1				2	R4	4,050,000	19-09-2022
1	UPPER WEST SIDE (59-79)	13 CONDOS - ELEVATOR APARTMENTS	2	1165	1412		R4	2109 BROADWAY, 3-41	3-41	10023	1		1				2	R4	4,050,000	19-09-2022
1	UPPER WEST SIDE (59-79)	13 CONDOS - ELEVATOR APARTMENTS	2	1165	1448		R4	2109 BROADWAY, 4-87	4-87	10023	1		1				2	R4	10	25-01-2022
1	UPPER WEST SIDE (59-79)	13 CONDOS - ELEVATOR APARTMENTS	2	1165	1468		R4	2109 BROADWAY, 5-19	5-19	10023	1		1				2	R4	459,000	18-02-2022
1	UPPER WEST SIDE (59-79)	13 CONDOS - ELEVATOR APARTMENTS	2	1165	1469		R4	2109 BROADWAY, 5-20	5-20	10023	1		1				2	R4	400,000	18-02-2022
1	UPPER WEST SIDE (59-79)	13 CONDOS - ELEVATOR APARTMENTS	2	1165	1471		R4	2109 BROADWAY, 5-40	5-40	10023	1		1				2	R4	1,385,000	12-11-2021
1	UPPER WEST SIDE (59-79)	13 CONDOS - ELEVATOR APARTMENTS	2	1165	1482		R4	2109 BROADWAY, 5-104	5-104	10023	1		1				2	R4	900,000	15-08-2022
1	UPPER WEST SIDE (59-79)	13 CONDOS - ELEVATOR APARTMENTS	2	1165	1492		R4	2109 BROADWAY, 6-02	6-02	10023	1		1				2	R4	905,000	18-02-2022
1	UPPER WEST SIDE (59-79)	13 CONDOS - ELEVATOR APARTMENTS	2	1165	1522		R4	2109 BROADWAY, 6-142	6-142	10023	1		1				2	R4	950,000	15-12-2021
1	UPPER WEST SIDE (59-79)	13 CONDOS - ELEVATOR APARTMENTS	2	1165	1541		R4	2109 BROADWAY, 7-92	7-92	10023	1		1				2	R4	1,100,000	22-06-2022
1	UPPER WEST SIDE (59-79)	13 CONDOS - ELEVATOR APARTMENTS	2	1165	1543		R4	2109 BROADWAY, 7-102	7-102	10023	1		1				2	R4	750,000	08-07-2022
1	UPPER WEST SIDE (59-79)	13 CONDOS - ELEVATOR APARTMENTS	2	1165	1552		R4	2109 BROADWAY, 7-144	7-144	10023	1		1				2	R4	2,950,000	15-08-2022
1	UPPER WEST SIDE (59-79)	13 CONDOS - ELEVATOR APARTMENTS	2	1165	1618		R4	2109 BROADWAY, 10-02	10-02	10023	1		1				2	R4	925,000	03-02-2022
1	UPPER WEST SIDE (59-79)	13 CONDOS - ELEVATOR APARTMENTS	2	1165	1647		R4	2109 BROADWAY, 11-06	11-06	10023	1		1				2	R4	585,000	22-12-2021
1	UPPER WEST SIDE (59-79)	13 CONDOS - ELEVATOR APARTMENTS	2	1165	1677		R4	2109 BROADWAY, 12-06	12-06	10023	1		1				2	R4	0	10-12-2021
1	UPPER WEST SIDE (59-79)	13 CONDOS - ELEVATOR APARTMENTS	2	1165	1682		R4	2109 BROADWAY, 12-31	12-31	10023	1		1				2	R4	960,000	02-02-2022
1	UPPER WEST SIDE (59-79)	13 CONDOS - ELEVATOR APARTMENTS	2	1165	1695		R4	2109 BROADWAY, 12104	12104	10023	1		1				2	R4	1,049,000	30-06-2022
1	UPPER WEST SIDE (59-79)	13 CONDOS - ELEVATOR APARTMENTS	2	1165	1696		R4	2109 BROADWAY, 12109	12109	10023	1		1				2	R4	4,925,000	08-06-2022
1	UPPER WEST SIDE (59-79)	13 CONDOS - ELEVATOR APARTMENTS	2	1165	1699		R4	2109 BROADWAY, 12129	12129	10023	1		1				2	R4	675,000	08-06-2022
1	UPPER WEST SIDE (59-79)	13 CONDOS - ELEVATOR APARTMENTS	2	1165	1705		R4	2109 BROADWAY, 12160	12160	10023	1		1				2	R4	1,350,000	10-01-2022
1	UPPER WEST SIDE (59-79)	13 CONDOS - ELEVATOR APARTMENTS	2	1165	1713		R4	2109 BROADWAY, 13-41	13-41	10023	1		1				2	R4	2,125,000	26-05-2022
1	UPPER WEST SIDE (59-79)	13 CONDOS - ELEVATOR APARTMENTS	2	1165	1729		R4	2109 BROADWAY, 13131	13131	10023	1		1				2	R4	984,000	28-12-2021
1	UPPER WEST SIDE (59-79)	13 CONDOS - ELEVATOR APARTMENTS	2	1165	1749		R4	2109 BROADWAY, 14-65	14-65	10023	1		1				2	R4	775,800	02-05-2022
1	UPPER WEST SIDE (59-79)	13 CONDOS - ELEVATOR APARTMENTS	2	1165	1817		R4	2109 BROADWAY, 16-69	16-69	10023	1		1				2	R4	1,195,000	05-07-2022
1	UPPER WEST SIDE (59-79)	13 CONDOS - ELEVATOR APARTMENTS	2	1165	1830		R4	2109 BROADWAY, 16157	16157	10023	1		1				2	R4	1,605,000	23-05-2022
1	UPPER WEST SIDE (59-79)	13 CONDOS - ELEVATOR APARTMENTS	2	1165	1838		R4	2109 BROADWAY, 17-18	17-18	10023	1		1				2	R4	2,200,000	10-05-2022
1	UPPER WEST SIDE (59-79)	13 CONDOS - ELEVATOR APARTMENTS	2	1165	1911		R4	2112 BROADWAY, 5E	5E	10023	1		1				2	R4	3,050,000	02-06-2022
1	UPPER WEST SIDE (59-79)	13 CONDOS - ELEVATOR APARTMENTS	2	1166	1019		R4	201 WEST 74TH STREET, 8G	8G	10023	1		1			1922	2	R4	770,000	11-05-2022
1	UPPER WEST SIDE (59-79)	13 CONDOS - ELEVATOR APARTMENTS	2	1166	1038		R4	201 WEST 74TH STREET, 10F	10F	10023	1		1			1922	2	R4	1,100,010	20-09-2022
1	UPPER WEST SIDE (59-79)	13 CONDOS - ELEVATOR APARTMENTS	2	1166	1046		R4	201 WEST 74TH STREET, 11D	11D	10023	1		1			1922	2	R4	960,000	17-11-2021
1	UPPER WEST SIDE (59-79)	13 CONDOS - ELEVATOR APARTMENTS	2	1166	1078		R4	201 WEST 74TH STREET, 15F	15F	10023	1		1			1922	2	R4	910,000	30-12-2021
1	UPPER WEST SIDE (59-79)	13 CONDOS - ELEVATOR APARTMENTS	2	1166	1085		R4	201 WEST 74TH STREET, 16C	16C	10023	1		1			1922	2	R4	0	03-05-2022
1	UPPER WEST SIDE (59-79)	13 CONDOS - ELEVATOR APARTMENTS	2	1167	1128		R4	2148 BROADWAY, 8BC	8BC	10023	1		1			2009	2	R4	9,850,000	21-04-2022
1	UPPER WEST SIDE (59-79)	13 CONDOS - ELEVATOR APARTMENTS	2	1167	1152		R4	2148 BROADWAY, 12C	12C	10023	1		1			2009	2	R4	3,050,000	01-03-2022
1	UPPER WEST SIDE (59-79)	13 CONDOS - ELEVATOR APARTMENTS	2	1167	1201		R4	235 WEST 75TH STREET, 101	101	10023	1		1			1901	2	R4	2,695,000	28-04-2022
1	UPPER WEST SIDE (59-79)	13 CONDOS - ELEVATOR APARTMENTS	2	1167	1207		R4	235 WEST 75TH STREET, 207	207	10023	1		1			1901	2	R4	0	01-07-2022
1	UPPER WEST SIDE (59-79)	13 CONDOS - ELEVATOR APARTMENTS	2	1167	1221		R4	235 WEST 75TH STREET, 310	310	10023	1		1			1901	2	R4	2,100,000	21-01-2022
1	UPPER WEST SIDE (59-79)	13 CONDOS - ELEVATOR APARTMENTS	2	1168	1014		R4	205 WEST 76TH STREET, 601	601	10023	1		1			2007	2	R4	2,675,000	27-09-2022
1	UPPER WEST SIDE (59-79)	13 CONDOS - ELEVATOR APARTMENTS	2	1168	1025		R4	205 WEST 76TH STREET, 804	804	10023	1		1			2007	2	R4	5,325,000	26-04-2022
1	UPPER WEST SIDE (59-79)	13 CONDOS - ELEVATOR APARTMENTS	2	1168	1053		R4	205 WEST 76TH STREET, 4A	4A	10023	1		1			2007	2	R4	0	06-12-2021
1	UPPER WEST SIDE (59-79)	13 CONDOS - ELEVATOR APARTMENTS	2	1168	1060		R4	205 WEST 76TH STREET, 4J	4J	10023	1		1			2007	2	R4	3,295,000	22-06-2022
1	UPPER WEST SIDE (59-79)	13 CONDOS - ELEVATOR APARTMENTS	2	1168	1069		R4	205 WEST 76TH STREET, 5H	5H	10023	1		1			2007	2	R4	2,825,000	30-03-2022
1	UPPER WEST SIDE (59-79)	13 CONDOS - ELEVATOR APARTMENTS	2	1168	1093		R4	205 WEST 76TH STREET, 7L	7L	10023	1		1			2007	2	R4	0	22-08-2022
1	UPPER WEST SIDE (59-79)	13 CONDOS - ELEVATOR APARTMENTS	2	1168	1096		R4	205 WEST 76TH STREET, 8C	8C	10023	1		1			2007	2	R4	1,320,000	07-04-2022
1	UPPER WEST SIDE (59-79)	13 CONDOS - ELEVATOR APARTMENTS	2	1168	1119		R4	205 WEST 76TH STREET, PH2A	PH2A	10023	1		1			2007	2	R4	0	29-07-2022
1	UPPER WEST SIDE (59-79)	13 CONDOS - ELEVATOR APARTMENTS	2	1168	1119		R4	205 WEST 76TH STREET, PH2A	PH2A	10023	1		1			2007	2	R4	885,000	31-08-2022
1	UPPER WEST SIDE (59-79)	13 CONDOS - ELEVATOR APARTMENTS	2	1169	1102		R4	230 WEST 78TH STREET, 2B	2B	10024	1		1			2008	2	R4	1,700,000	08-07-2022
1	UPPER WEST SIDE (59-79)	13 CONDOS - ELEVATOR APARTMENTS	2	1169	1122		R4	230 WEST 78 STREET, 12A	12A	10024	1		1			2008	2	R4	0	26-08-2022
1	UPPER WEST SIDE (59-79)	13 CONDOS - ELEVATOR APARTMENTS	2	1169	1211		R4	219 WEST 77TH STREET, 7E	7E	10024	1		1			2015	2	R4	3,434,702	13-06-2022
1	UPPER WEST SIDE (59-79)	13 CONDOS - ELEVATOR APARTMENTS	2	1169	1218		R4	219 WEST 77TH STREET, 11W	11W	10024	1		1			2015	2	R4	6,450,000	08-04-2022
1	UPPER WEST SIDE (59-79)	13 CONDOS - ELEVATOR APARTMENTS	2	1169	1223		R4	219 WEST 77TH STREET, 15 FL	15 FL	10024	1		1			2015	2	R4	10,750,000	07-01-2022
1	UPPER WEST SIDE (59-79)	13 CONDOS - ELEVATOR APARTMENTS	2	1169	1302		R4	378 WEST END AVENUE, 1B	1B	10024	1		1			1967	2	R4	1,831,259	15-06-2022
1	UPPER WEST SIDE (59-79)	13 CONDOS - ELEVATOR APARTMENTS	2	1169	1303		R4	378 WEST END AVENUE, 1C	1C	10024	1		1			1967	2	R4	2,013,204	15-06-2022
1	UPPER WEST SIDE (59-79)	13 CONDOS - ELEVATOR APARTMENTS	2	1169	1304		R4	378 WEST END AVENUE, 2A	2A	10024	1		1			1967	2	R4	6,995,000	06-05-2022
1	UPPER WEST SIDE (59-79)	13 CONDOS - ELEVATOR APARTMENTS	2	1169	1307		R4	378 WEST END AVENUE, 2D	2D	10024	1		1			1967	2	R4	5,595,000	13-05-2022
1	UPPER WEST SIDE (59-79)	13 CONDOS - ELEVATOR APARTMENTS	2	1169	1308		R4	378 WEST END AVENUE, 2E	2E	10024	1		1			1967	2	R4	3,500,000	25-07-2022
1	UPPER WEST SIDE (59-79)	13 CONDOS - ELEVATOR APARTMENTS	2	1169	1309		R4	378 WEST END AVENUE, 3A	3A	10024	1		1			1967	2	R4	7,145,000	29-04-2022
1	UPPER WEST SIDE (59-79)	13 CONDOS - ELEVATOR APARTMENTS	2	1169	1311		R4	378 WEST END AVENUE, 3D	3D	10024	1		1			1967	2	R4	5,750,000	19-05-2022
1	UPPER WEST SIDE (59-79)	13 CONDOS - ELEVATOR APARTMENTS	2	1169	1312		R4	378 WEST END AVENUE, 3E	3E	10024	1		1			1967	2	R4	3,667,661	01-06-2022
1	UPPER WEST SIDE (59-79)	13 CONDOS - ELEVATOR APARTMENTS	2	1169	1313		R4	378 WEST END AVENUE, 4A	4A	10024	1		1			1967	2	R4	7,270,000	26-04-2022
1	UPPER WEST SIDE (59-79)	13 CONDOS - ELEVATOR APARTMENTS	2	1169	1314		R4	378 WEST END AVENUE, 4B	4B	10024	1		1			1967	2	R4	8,268,547	12-08-2022
1	UPPER WEST SIDE (59-79)	13 CONDOS - ELEVATOR APARTMENTS	2	1169	1316		R4	378 WEST END AVENUE, 4D	4D	10024	1		1			1967	2	R4	5,800,000	01-08-2022
1	UPPER WEST SIDE (59-79)	13 CONDOS - ELEVATOR APARTMENTS	2	1169	1317		R4	378 WEST END AVENUE, 5A	5A	10024	1		1			1967	2	R4	7,595,000	02-08-2022
1	UPPER WEST SIDE (59-79)	13 CONDOS - ELEVATOR APARTMENTS	2	1169	1318		R4	378 WEST END AVENUE, 5B	5B	10024	1		1			1967	2	R4	8,136,993	28-04-2022
1	UPPER WEST SIDE (59-79)	13 CONDOS - ELEVATOR APARTMENTS	2	1169	1320		R4	378 WEST END AVENUE, 5D	5D	10024	1		1			1967	2	R4	5,925,000	23-05-2022
1	UPPER WEST SIDE (59-79)	13 CONDOS - ELEVATOR APARTMENTS	2	1169	1322		R4	378 WEST END AVENUE, 6B	6B	10024	1		1			1967	2	R4	8,395,000	06-06-2022
1	UPPER WEST SIDE (59-79)	13 CONDOS - ELEVATOR APARTMENTS	2	1169	1323		R4	378 WEST END AVENUE, 6C	6C	10024	1		1			1967	2	R4	10,305,825	27-07-2022
1	UPPER WEST SIDE (59-79)	13 CONDOS - ELEVATOR APARTMENTS	2	1169	1327		R4	378 WEST END AVENUE, 7C	7C	10024	1		1			1967	2	R4	10,350,000	06-07-2022
1	UPPER WEST SIDE (59-79)	13 CONDOS - ELEVATOR APARTMENTS	2	1169	1329		R4	378 WEST END AVENUE, 8A	8A	10024	1		1			1967	2	R4	7,995,000	05-05-2022
1	UPPER WEST SIDE (59-79)	13 CONDOS - ELEVATOR APARTMENTS	2	1169	1330		R4	378 WEST END AVENUE, 8B	8B	10024	1		1			1967	2	R4	7,650,000	11-05-2022
1	UPPER WEST SIDE (59-79)	13 CONDOS - ELEVATOR APARTMENTS	2	1169	1331		R4	378 WEST END AVENUE, 8C	8C	10024	1		1			1967	2	R4	10,600,000	07-07-2022
1	UPPER WEST SIDE (59-79)	13 CONDOS - ELEVATOR APARTMENTS	2	1169	1333		R4	378 WEST END AVENUE, 9A	9A	10024	1		1			1967	2	R4	8,175,000	19-05-2022
1	UPPER WEST SIDE (59-79)	13 CONDOS - ELEVATOR APARTMENTS	2	1169	1334		R4	378 WEST END AVENUE, 9B	9B	10024	1		1			1967	2	R4	7,800,000	06-05-2022
1	UPPER WEST SIDE (59-79)	13 CONDOS - ELEVATOR APARTMENTS	2	1169	1335		R4	378 WEST END AVENUE, 9C	9C	10024	1		1			1967	2	R4	10,650,000	06-07-2022
1	UPPER WEST SIDE (59-79)	13 CONDOS - ELEVATOR APARTMENTS	2	1169	1337		R4	378 WEST END AVENUE, 10A	10A	10024	1		1			1967	2	R4	8,300,000	08-07-2022
1	UPPER WEST SIDE (59-79)	13 CONDOS - ELEVATOR APARTMENTS	2	1169	1338		R4	378 WEST END AVENUE, 10B	10B	10024	1		1			1967	2	R4	7,450,000	08-07-2022
1	UPPER WEST SIDE (59-79)	13 CONDOS - ELEVATOR APARTMENTS	2	1169	1340		R4	378 WEST END AVENUE, 10D	10D	10024	1		1			1967	2	R4	7,426,256	13-07-2022
1	UPPER WEST SIDE (59-79)	13 CONDOS - ELEVATOR APARTMENTS	2	1169	1341		R4	378 WEST END AVENUE, 11A	11A	10024	1		1			1967	2	R4	8,425,000	08-08-2022
1	UPPER WEST SIDE (59-79)	13 CONDOS - ELEVATOR APARTMENTS	2	1169	1345		R4	378 WEST END AVENUE, 12A	12A	10024	1		1			1967	2	R4	8,625,338	20-07-2022
1	UPPER WEST SIDE (59-79)	13 CONDOS - ELEVATOR APARTMENTS	2	1169	1348		R4	378 WEST END AVENUE, 12D	12D	10024	1		1			1967	2	R4	6,650,000	14-07-2022
1	UPPER WEST SIDE (59-79)	13 CONDOS - ELEVATOR APARTMENTS	2	1169	1350		R4	378 WEST END AVENUE, 14C	14C	10024	1		1			1967	2	R4	8,850,000	31-08-2022
1	UPPER WEST SIDE (59-79)	13 CONDOS - ELEVATOR APARTMENTS	2	1169	1352		R4	378 WEST END AVENUE, 15A	15A	10024	1		1			1967	2	R4	25,950,000	18-08-2022
1	UPPER WEST SIDE (59-79)	13 CONDOS - ELEVATOR APARTMENTS	2	1169	1353		R4	378 WEST END AVENUE, 15B	15B	10024	1		1			1967	2	R4	4,669,931	04-08-2022
1	UPPER WEST SIDE (59-79)	13 CONDOS - ELEVATOR APARTMENTS	2	1169	1355		R4	378 WEST END AVENUE, PHC	16A	10024	1		1			1967	2	R4	25,500,000	12-09-2022
1	UPPER WEST SIDE (59-79)	13 CONDOS - ELEVATOR APARTMENTS	2	1170	1106		R4	2211 BROADWAY, 4A	4A	10024	1		1			1908	2	R4	3,800,000	13-07-2022
1	UPPER WEST SIDE (59-79)	13 CONDOS - ELEVATOR APARTMENTS	2	1170	1111		R4	2211 BROADWAY, 9AB	9AB	10024	1		1			1908	2	R4	12,925,000	05-04-2022
1	UPPER WEST SIDE (59-79)	13 CONDOS - ELEVATOR APARTMENTS	2	1170	1138		R4	2211 BROADWAY, PHO	PHO	10024	1		1			1908	2	R4	1,550,000	17-02-2022
1	UPPER WEST SIDE (59-79)	13 CONDOS - ELEVATOR APARTMENTS	2	1170	1218		R4	2211 BROADWAY, PHJ	PHJ	10024	1		1			1908	2	R4	800,000	25-01-2022
1	UPPER WEST SIDE (59-79)	13 CONDOS - ELEVATOR APARTMENTS	2	1170	1223		R4	2211 BROADWAY, 5KN	5KN	10024	1		1			1908	2	R4	2,999,500	20-05-2022
1	UPPER WEST SIDE (59-79)	13 CONDOS - ELEVATOR APARTMENTS	2	1170	1228		R4	2211 BROADWAY, 2KS	2KS	10024	1		1			1908	2	R4	3,000,000	25-08-2022
1	UPPER WEST SIDE (59-79)	13 CONDOS - ELEVATOR APARTMENTS	2	1170	1229		R4	2211 BROADWAY, 3KS	3KS	10024	1		1			1908	2	R4	3,175,000	30-11-2021
1	UPPER WEST SIDE (59-79)	13 CONDOS - ELEVATOR APARTMENTS	2	1170	1236		R4	2211 BROADWAY, 2L2M	2L2M	10024	1		1			1908	2	R4	9,300,000	25-08-2022
1	UPPER WEST SIDE (59-79)	13 CONDOS - ELEVATOR APARTMENTS	2	1170	1257		R4	2211 BROADWAY, 9M	9M	10024	1		1			1908	2	R4	4,200,000	27-04-2022
1	UPPER WEST SIDE (59-79)	13 CONDOS - ELEVATOR APARTMENTS	2	1171	1007		R4	200 RIVERSIDE BOULEVARD, 302	302	10069	1		1				2	R4	930,000	31-08-2022
1	UPPER WEST SIDE (59-79)	13 CONDOS - ELEVATOR APARTMENTS	2	1171	1017		R4	200 RIVERSIDE BOULEVARD, 307	307	10069	1		1				2	R4	855,000	03-05-2022
1	UPPER WEST SIDE (59-79)	13 CONDOS - ELEVATOR APARTMENTS	2	1171	1023		R4	200 RIVERSIDE BOULEVARD, 310	310	10069	1		1				2	R4	1,530,000	25-05-2022
1	UPPER WEST SIDE (59-79)	13 CONDOS - ELEVATOR APARTMENTS	2	1171	1033		R4	200 RIVERSIDE BOULEVARD, 7A	7A	10069	1		1				2	R4	2,075,000	14-02-2022
1	UPPER WEST SIDE (59-79)	13 CONDOS - ELEVATOR APARTMENTS	2	1171	1070		R4	200 RIVERSIDE BOULEVARD, 45A	45A	10069	1		1				2	R4	3,500,000	12-05-2022
1	UPPER WEST SIDE (59-79)	13 CONDOS - ELEVATOR APARTMENTS	2	1171	1078		R4	200 RIVERSIDE BOULEVARD, 7B	7B	10069	1		1				2	R4	0	07-09-2022
1	UPPER WEST SIDE (59-79)	13 CONDOS - ELEVATOR APARTMENTS	2	1171	1087		R4	200 RIVERSIDE BOULEVARD, 17B	17B	10069	1		1				2	R4	1,050,000	24-05-2022
1	UPPER WEST SIDE (59-79)	13 CONDOS - ELEVATOR APARTMENTS	2	1171	1121		R4	200 RIVERSIDE BOULEVARD, 5C-T	5C-T	10069	1		1				2	R4	1,575,000	19-05-2022
1	UPPER WEST SIDE (59-79)	13 CONDOS - ELEVATOR APARTMENTS	2	1171	1150		R4	200 RIVERSIDE BOULEVARD, 35C	35C	10069	1		1				2	R4	1,945,000	11-11-2021
1	UPPER WEST SIDE (59-79)	13 CONDOS - ELEVATOR APARTMENTS	2	1171	1156		R4	200 RIVERSIDE BOULEVARD, 41C	41C	10069	1		1				2	R4	2,248,888	23-02-2022
1	UPPER WEST SIDE (59-79)	13 CONDOS - ELEVATOR APARTMENTS	2	1171	1165		R4	200 RIVERSIDE BLVD, 4D	4D	10069	1		1				2	R4	930,000	02-09-2022
